timestamp_utc,forecast_mw
2026-06-01T00:00:00Z,38681.15
2026-06-01T01:00:00Z,38159.66
2026-06-01T02:00:00Z,38280.3
2026-06-01T03:00:00Z,39457.18
2026-06-01T04:00:00Z,41933.29
2026-06-01T05:00:00Z,45058.23
2026-06-01T06:00:00Z,48723.99
2026-06-01T07:00:00Z,51820.06
2026-06-01T08:00:00Z,53865.61
2026-06-01T09:00:00Z,53958.57
2026-06-01T10:00:00Z,53600.11
2026-06-01T11:00:00Z,52359.24
2026-06-01T12:00:00Z,50652.39
2026-06-01T13:00:00Z,49442.4
2026-06-01T14:00:00Z,49571.52
2026-06-01T15:00:00Z,50522.76
2026-06-01T16:00:00Z,51551.37
2026-06-01T17:00:00Z,51883.9
2026-06-01T18:00:00Z,50856.6
2026-06-01T19:00:00Z,48875.08
2026-06-01T20:00:00Z,47117.11
2026-06-01T21:00:00Z,44317.77
2026-06-01T22:00:00Z,42140.61
2026-06-01T23:00:00Z,40412.34
