timestamp_utc,forecast_mw
2026-06-22T00:00:00Z,42728.0
2026-06-22T01:00:00Z,42810.0
2026-06-22T02:00:00Z,42462.0
2026-06-22T03:00:00Z,45181.0
2026-06-22T04:00:00Z,51654.0
2026-06-22T05:00:00Z,56199.0
2026-06-22T06:00:00Z,57960.0
2026-06-22T07:00:00Z,57757.0
2026-06-22T08:00:00Z,58116.0
2026-06-22T09:00:00Z,57967.0
2026-06-22T10:00:00Z,57152.0
2026-06-22T11:00:00Z,56259.0
2026-06-22T12:00:00Z,55780.0
2026-06-22T13:00:00Z,54669.0
2026-06-22T14:00:00Z,55071.0
2026-06-22T15:00:00Z,56292.0
2026-06-22T16:00:00Z,56835.0
2026-06-22T17:00:00Z,57441.0
2026-06-22T18:00:00Z,55915.0
2026-06-22T19:00:00Z,53830.0
2026-06-22T20:00:00Z,52386.0
2026-06-22T21:00:00Z,49273.0
2026-06-22T22:00:00Z,46912.0
2026-06-22T23:00:00Z,45348.0
